"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"thesunbest","",4782,4,0,0,NA,"the sun best",2018-03-02 09:09:53,FALSE,FALSE,"thesunbest","","en-gb","969500027973496833",0,FALSE,"http://pbs.twimg.com/profile_images/969500692049211392/z_SO8eIi_normal.jpg"
"gvaldescaris","Mis opiniones son malas, pero son gratis",33531,783,2660,1339,"https://t.co/Rs07983VW3","gabriel valdes",2010-02-19 01:47:35,FALSE,FALSE,"gvaldescaris","#santiago. Chile","es","115548290",11,FALSE,"http://pbs.twimg.com/profile_images/1104422104/twitter_normal.jpg"
"Landmark_Pharma","Landmark Pharmacy is an established facility that provides a wide range of healthcare products and excellent pharmacy services.",105,3,0,0,"https://t.co/LvLstUnx2R","Landmark Pharmacy",2017-04-20 06:08:03,FALSE,FALSE,"Landmark_Pharma","New Jersey, USA","en-gb","854939699030274048",0,FALSE,"http://pbs.twimg.com/profile_images/854944646060851204/A6aWnStm_normal.jpg"
"LOSLOJAS","Parroquia Rural Los Lojas  
Ubicado en el GAP LOS LOJAS Facilitadora: Diana Lozano Martillo.",6471,566,38,194,"http://t.co/AbzLrmfN08","INFOCENTRO LOS LOJAS",2013-01-07 19:28:28,FALSE,FALSE,"LOSLOJAS","Los Lojas-Daule-Guayas","es","1069065050",38,FALSE,"http://pbs.twimg.com/profile_images/948651093126414341/VlHh8mzk_normal.jpg"
"SSaludOsorno","El SSO inici√≥ sus funciones el d√≠a 3 de agosto de 1980. Fue creado por el decreto ley n¬∫ 2.763, de 1979.",9431,4120,499,3130,"http://t.co/LJIz48Da02","SSOsorno",2012-08-17 21:47:12,FALSE,FALSE,"SSaludOsorno","Osorno, Chile","es","764504334",15,FALSE,"http://pbs.twimg.com/profile_images/444077972555694080/R0oo_xQE_normal.jpeg"
"polvpette","ho trovato la mia forza, che canta senza sforzi, senza avere una forza. @michele_bravi",95841,5990,5918,1315,NA,"Francesca Romana",2013-12-24 14:09:30,FALSE,FALSE,"polvpette","se non ti rispondo, su youporn","it","2260316731",129,FALSE,"http://pbs.twimg.com/profile_images/961343827134091265/Qx8pwyEd_normal.jpg"
"ACSHorg","American Council on Science and Health. Consumer advocates separating health scares from health threats since 1978.",21948,4028,464,292,"https://t.co/F89JtD9cZG","ACSH",2010-09-27 19:03:58,FALSE,TRUE,"ACSHorg","New York, NY","en","195858764",224,FALSE,"http://pbs.twimg.com/profile_images/672219744800342017/1GAol8zD_normal.jpg"
"theoretro","....un tempo con Steno e Euriale mi divertivo a pietrificare gli umani che osavan volgere il loro sguardo su di me. Su Twitter accade il contrario !",20189,1458,3471,3548,NA,"L' Alex Whites",2010-12-08 19:40:24,FALSE,FALSE,"theoretro","Luna e ichnusa ","it","224351032",14,FALSE,"http://pbs.twimg.com/profile_images/961401199722401793/fkN6YbYh_normal.jpg"
"LMNoticiasMx","Medio Electr√≥nico con sede en Los Mochis, Sinaloa trabajando por la informaci√≥n con veracidad para as√≠ llevar a la gente lo mejor de las noticias actuales.",4482,86,1,319,"https://t.co/S4WGTDQ0l3","LM Noticias",2016-10-03 16:57:59,FALSE,FALSE,"LMNoticiasMx","Ahome, Sinaloa","es","782988076532371456",1,FALSE,"http://pbs.twimg.com/profile_images/782988899362574336/tZF5nheS_normal.jpg"
"LarkmeadFarm","Larkmead‚Äôs team of experienced vets work closely with farmers to provide top quality veterinary services. We provide out of hours service, 24/7,365 days a year!",917,447,74,271,"http://t.co/JXyAhvhNpJ","Larkmead Farm Vets",2015-06-25 15:08:26,FALSE,FALSE,"LarkmeadFarm","Cholsey, England","en-gb","3345512211",5,FALSE,"http://pbs.twimg.com/profile_images/816608505650147329/o85Vj-Cs_normal.jpg"
"SafetecNews","Our Mission: As a U.S. infection control and first aid product manufacturer, we strive to keep workers safe from cross-contamination of infectious disease.",471,223,82,499,"http://t.co/XctVuaeScU","Safetec of America",2010-03-16 18:16:49,FALSE,FALSE,"SafetecNews","Buffalo, NY","en","123628318",19,FALSE,"http://pbs.twimg.com/profile_images/666328406682824704/W5_m2i63_normal.png"
"NurseSolutions","Lippincott Solutions is an online nursing workflow product suite specifically developed to support clinical excellence and improve patient outcomes.",9267,2395,175,1504,"http://t.co/k5spXxsJ3V","Lippincott Solutions",2012-01-05 16:54:42,FALSE,FALSE,"NurseSolutions","","en","455895286",66,FALSE,"http://pbs.twimg.com/profile_images/663784529509773312/72djx46h_normal.jpg"
"Genessis_P","A physicist, learning how to overcome my fears while I'm climbing and travelling the world. Now also learning about robots and programming.",4715,262,1005,635,"https://t.co/TRhiNXVmgs","Genessis P√©rez",2010-03-30 15:13:03,FALSE,FALSE,"Genessis_P","","en","127894979",11,FALSE,"http://pbs.twimg.com/profile_images/805735429286805505/dGr3KfJH_normal.jpg"
"KidzCareClinic","Pediatric Medicine, Adolescent Medicine and Behavioral Pediatrics",528,37,4,141,"http://t.co/rs7JCag5uK","Kidz Care Clinic",2014-06-19 20:16:32,FALSE,FALSE,"KidzCareClinic","Chesterfield, MI","en","2577430513",1,FALSE,"http://pbs.twimg.com/profile_images/479720777340579840/6emLl2i8_normal.png"
"RadioAntara","Para Quienes Toman Decisiones. Al Aire en la 95.3 FM Contactos: 052 - 2524204 contacto@radioantara.cl",10948,1612,7,1175,"http://t.co/cgcy8loDvt","Radio Antara",2013-03-15 14:44:55,FALSE,FALSE,"RadioAntara","Copiap√≥","es","1269890402",5,FALSE,"http://pbs.twimg.com/profile_images/641957353336651776/002cIXIC_normal.jpg"
"infocentrocebaf","Facilitadora: Nely Calva 
Infocentro CEBAF est√° ubicado;Centro Binacional de Atenci√≥n Fronteriza Cant√≥n Huaquillas 
Atenci√≥n: 09:00 A 16:00
Telef: 0969367944",1468,345,2186,1002,NA,"Infocentro CEBAF",2015-09-16 14:58:14,FALSE,FALSE,"infocentrocebaf","Huaquillas, Ecuador","es","3675850937",4,FALSE,"http://pbs.twimg.com/profile_images/946752489516347392/k0IpKZjs_normal.jpg"
"RADIONOSTALGICA","Twitter Oficial Radio Nost√°lgica, s√≠guenos tambi√©n en https://t.co/NxOwG83UR1 WhatsApp +56993446010 Mail contacto@nostalgica.cl Instagram radionostalgica",135400,16325,217,259,"https://t.co/TT6DslcPpb","Radio Nost√°lgica",2009-09-05 08:30:41,FALSE,FALSE,"RADIONOSTALGICA","Copiap√≥ - Atacama - Chile ","es","71758708",110,FALSE,"http://pbs.twimg.com/profile_images/867208127636176897/pUVWe2nd_normal.jpg"
"DrugStoreNews","Reporting on the retail pharmacy industry",17891,10419,182,851,"http://t.co/veXGlfJbtu","Drug Store News",2009-02-04 16:40:09,FALSE,FALSE,"DrugStoreNews","New York, NY","en","20067285",323,FALSE,"http://pbs.twimg.com/profile_images/959436573459795968/uRYbRfQs_normal.jpg"
"InfoTocachi","INFOCENTRO TOCACHI
Calle Sucre y Quito, instalaciones del GAD Parroquial de Tocachi.",5678,742,247,690,"https://t.co/CzttXCw9tr","Infocentro Tocachi",2012-09-07 19:39:19,FALSE,FALSE,"InfoTocachi","Ecuador","es","809474023",13,FALSE,"http://pbs.twimg.com/profile_images/946498476145369094/NrcHfZj3_normal.jpg"
"alessioscabin","Telegram Alessioscabin93   Faccio il 22% di share anche senza la gente che mi blocca su Twitter.
Se mi visualizzi non mi stai ignorando, sei stronzo ‚ù§Ô∏è",9174,2594,20206,2777,"https://t.co/pFEknUKMpM","Pandoso infreddolito (il) Ì†ΩÌ∞º",2012-09-08 15:54:26,FALSE,FALSE,"alessioscabin","Novara, Piemonte","it","811179912",2,FALSE,"http://pbs.twimg.com/profile_images/938567204441808896/4yJM09Ws_normal.jpg"
"BW_Tradeshow","Tradeshow News Releases from Business Wire, a Berkshire Hathaway Company.",110938,473,0,63,"https://t.co/ecGflJwvxv","Business Wire-TS",2010-10-25 19:36:25,FALSE,FALSE,"BW_Tradeshow","USA","en","207657858",118,FALSE,"http://pbs.twimg.com/profile_images/743591397903630336/b6PkelMh_normal.jpg"
"BW_Health","Health News Releases from Business Wire, a Berkshire Hathaway Company.",206958,2285,0,138,"https://t.co/ecGflJwvxv","Business Wire-Health",2009-11-03 20:14:05,FALSE,FALSE,"BW_Health","Global","en","87271781",174,FALSE,"http://pbs.twimg.com/profile_images/743586712383717376/feWoZTLG_normal.jpg"
"RTS_LaNoticia","Ponemos un reflejo de la realidad en su pantalla.

Lunes a Viernes
06h55, 08h00, 22h00, 23h25",25089,26616,139,404,"http://t.co/94ZDO0pssA","Informativos RTS",2013-02-25 05:23:30,FALSE,FALSE,"RTS_LaNoticia","Ecuador","es","1217357004",102,FALSE,"http://pbs.twimg.com/profile_images/559823527553925120/veD1Qjes_normal.jpeg"
"RTSEcuador","Con nuestra nueva web encendemos una nueva era digital para que disfrutes RTS como quieres. #RTSm√°sCerca",61631,584174,34,1567,"https://t.co/MXV1oBjiFx","RTS",2009-09-07 16:49:59,FALSE,FALSE,"RTSEcuador","Ecuador","es","72325179",1061,FALSE,"http://pbs.twimg.com/profile_images/951491111297732608/S-2WzS0n_normal.jpg"
"manderbitz","",3031,389,3326,509,NA,"Amanda Bitz",2012-08-14 14:55:08,FALSE,FALSE,"manderbitz","","en","757300802",0,FALSE,"http://pbs.twimg.com/profile_images/646013689359806464/l8YrzKcD_normal.jpg"
"amambay570","Radio Amambay AM. S√≠ntesis de una expresi√≥n popular al servicio del bien com√∫n. La Pionera en el http://t.co/Yk7Yipcyex Radio Amambay ZP15 570 AM 0981138527",27959,2405,9,254,"http://t.co/VdaXQlAVKd","Amambay 570 AM",2012-06-25 16:18:07,FALSE,FALSE,"amambay570","Paraguay","es","618221528",20,FALSE,"http://pbs.twimg.com/profile_images/793538777218158592/FvCp8ngc_normal.jpg"
"mauriziocresce6","Non ho certezze, ma dubbi molti. Volere √® potere un detto da prendere con molta cura. Sentimento fondamentale per me √® l'Amicizia.",137027,11989,110192,9410,NA,"mauriziocresce4",2015-10-17 16:19:10,FALSE,FALSE,"mauriziocresce6","","it","3980610207",60,FALSE,"http://pbs.twimg.com/profile_images/655419923666182144/6kXnjQlE_normal.jpg"
"AdamNeira","International Risk Analysis : National Security; Terrorism; Foreign Policy and Disease Pandemics.",121331,469,280,1,NA,"WorldPeace2050",2009-11-15 01:05:20,FALSE,FALSE,"AdamNeira","Jerusalem, Paris, Melbourne","en","90061805",64,FALSE,"http://pbs.twimg.com/profile_images/423936563119022080/deLzOmav_normal.jpeg"
"PiedmontCR","We‚Äôre a part of a nonprofit healthcare system of 10 hospitals and 100+ offices in Georgia. It's time to get better.",1209,1588,339,743,"https://t.co/RcUVM2Qi3U","Piedmont Columbus Regional",2009-05-06 14:24:50,FALSE,FALSE,"PiedmontCR","Columbus, Georgia","en","38187646",29,FALSE,"http://pbs.twimg.com/profile_images/969168968354336768/1q1JzHqz_normal.jpg"
"ebetanzosh","Nacimiento en 1942.Psicoterapeuta, Maestro en Educaci√≥n, Locutor A , Comentarista en temas de Psicolog√≠a, Profesor en Nivel Superior y algo m√°s para sobrevivir.",5837,65,210,59,"https://t.co/JhrLjzAoDm","Eduardo Betanzos",2009-10-23 03:30:16,FALSE,FALSE,"ebetanzosh","M√©xico
","es","84496241",1,FALSE,"http://pbs.twimg.com/profile_images/827256560405540867/94leNLi0_normal.jpg"
"mun_huechuraba","Twitter Oficial de la Municipalidad de Huechuraba",7699,5930,439,1470,"http://t.co/BPF2ifh0V3","Huechuraba",2010-12-10 14:48:21,FALSE,FALSE,"mun_huechuraba","Santiago de Chile","es","225045423",56,FALSE,"http://pbs.twimg.com/profile_images/3760374158/bf76370b1a8a0133581fc64ddc11c9ca_normal.png"
"Hallmarkinterg","I Am A Prolific Visionary Indie Author!
Author:My Vision Of A Better World Without United Nations!

An Eye Opener!
Followed By President Trump&His Team!",14996,1862,228,4928,"https://t.co/aVtiCHLKLx","John Kanu Woko",2014-01-10 07:28:04,FALSE,FALSE,"Hallmarkinterg","","en","2284697084",36,FALSE,"http://pbs.twimg.com/profile_images/573354671428907008/_YrhL6cg_normal.jpeg"
"felipearmijo20","Soy Asperger... y estoy orgulloso de serlo.",15422,166,3,210,"https://t.co/IMCIMnBjyg","Felipe Armijo",2011-03-13 02:40:08,FALSE,FALSE,"felipearmijo20","Melipilla, Chile","es","265138664",1,FALSE,"http://pbs.twimg.com/profile_images/805477330806337536/CRZMOSuf_normal.jpg"
"EON_Health","Health News Releases from EON: Enhanced Online News, a service of Business Wire.",128524,1217,0,0,"https://t.co/ecGflJwvxv","Business Wire-Health",2009-11-03 16:49:12,FALSE,FALSE,"EON_Health","","en","87230393",94,FALSE,"http://pbs.twimg.com/profile_images/743561616948551681/u-glSUqk_normal.jpg"
"HIV_AIDS_Bio","The BioPortfolio Twitter feed for the latest news, reports, research papers and clinical trials on #HIV and #AIDS - Serving the Life-Science Industry.",40597,555,0,130,"http://t.co/OCuCOXKa7p","HIV/AIDS News",2011-02-16 09:24:56,FALSE,FALSE,"HIV_AIDS_Bio","UK","en","252979186",52,FALSE,"http://pbs.twimg.com/profile_images/2231150784/FB_Profile_pic-_HIV_1__normal"
"GuayasRoberto","Parroquia Roberto Astudillo calle el Oro 104 y Bol√≠var. F: Maritza Amenda√±o. Horario de atenci√≥n Lunes - Viernes 08:00-12:00      13:00-17:00.",15975,314,1703,194,"https://t.co/XZNHu0RSBD","Roberto Astudillo",2015-06-16 02:03:11,FALSE,FALSE,"GuayasRoberto","Parroquia Roberto Astudillo","es","3328449305",18,FALSE,"http://pbs.twimg.com/profile_images/948644343233105920/oSw3ftP5_normal.jpg"
"cro_bio","Track the latest #CROs news, research, clinical trials, companies and reports. Continuously updated from 500+ news, research publications. BioPortfolio",101987,774,0,65,"http://t.co/hJ0gr9wqGu","CRO Contract Res.",2011-08-04 11:10:58,FALSE,FALSE,"cro_bio","London, England","en","348402639",97,FALSE,"http://pbs.twimg.com/profile_images/2304899544/r3wt3ky7jgvrd2lqt73x_normal.jpeg"
"PharmaMKTnet","More than 7 years serving digital healthcare agencies world wide. Managing PharmaMKT group On LinkedIn (102,000 members).",37655,2372,189,1386,NA,"PharmaMKT",2013-08-01 17:17:24,FALSE,FALSE,"PharmaMKTnet","","en","1638443672",311,FALSE,"http://pbs.twimg.com/profile_images/666265514424082432/rbBoj_fx_normal.png"
"miclatjc","UST ECE",4218,242,2350,208,NA,"Jc",2012-08-25 06:25:08,FALSE,FALSE,"miclatjc","CW","en","779707610",1,FALSE,"http://pbs.twimg.com/profile_images/947790598408245248/Il1zcUdj_normal.jpg"
"mmamas1973","Professor of Cardiology, Academic Interventional Cardiologist, Big Data, Running & Vintage Watches",8368,5329,25960,3809,NA,"Mamas Mamas",2017-02-15 23:07:18,FALSE,FALSE,"mmamas1973","United Kingdom","en-gb","832003381493432328",52,FALSE,"http://pbs.twimg.com/profile_images/959780655373651968/U_nA3gJ1_normal.jpg"
"uslnordovest","",909,358,201,388,"https://t.co/Vr0bQHUvSE","usltoscananordovest",2016-07-11 11:29:36,FALSE,FALSE,"uslnordovest","Tuscany, Italy","it","752464856125693952",10,FALSE,"http://pbs.twimg.com/profile_images/752467943007588352/0m4V14nW_normal.jpg"
"alvaroroycielo","",19622,473,1020,277,NA,"Alvaro Martinez",2009-10-05 03:29:07,FALSE,FALSE,"alvaroroycielo","","es","79907506",5,FALSE,"http://pbs.twimg.com/profile_images/1505697944/everton_normal.jpg"
"NewsLifeScience","Life Science News and Articles from Around the World. #Biochemistry #CellBiology #Microbiology #Genomics #Proteomics #MolecularBiology #Pathology #Microscopy",552,159,10,236,"https://t.co/FWNQEzSx4d","News Life Sciences",2017-07-03 07:55:55,FALSE,FALSE,"NewsLifeScience","London, England","en-gb","881783547442475008",4,FALSE,"http://pbs.twimg.com/profile_images/881784749676691456/HJq2GJ-k_normal.jpg"
"mirtharojasp","Con 4 d√©cadas a cuestas,pero sinti√©ndome de 20, Mama del Tomy,Matrona de UCI NEO ,Soy Donante....Vivo intensamente cada minuto de la vida,mi carta la Emperatriz",12989,597,5477,647,"https://t.co/UUT5ooJxlU","LegalmenteLunaticaÌ†ºÌºô",2013-10-10 20:27:52,FALSE,FALSE,"mirtharojasp","Curauma, Valparaiso ","es","1952555978",5,FALSE,"http://pbs.twimg.com/profile_images/970485946092277762/xg8U8J7d_normal.jpg"
"ejoaniepv","biologistÌ†ΩÌ±©Ì†ºÌøª‚ÄçÌ†ΩÌ¥¨ // UIPR // 90's // sc:erikajoanie",91223,1126,30204,493,"https://t.co/rFHo5z780I","erikŒ± joŒ±nie‚ú®",2010-02-14 20:53:34,FALSE,FALSE,"ejoaniepv","","es","114280771",5,FALSE,"http://pbs.twimg.com/profile_images/967767547201380352/pWNDfLPG_normal.jpg"
"paparozzi63","",13178,193,1035,48,NA,"Adriano Paparozzi",2014-11-02 10:51:17,FALSE,FALSE,"paparozzi63","","it","2856556643",2,FALSE,"http://pbs.twimg.com/profile_images/565828350590328833/BFd2vEFV_normal.jpeg"
"riverasaniel","Padre de Milena.Periodista en @RadioIsla1320. Presentador/reportero en @NoticentroWapa .Columnista en @Metro_PR .RT no= endoso.Mi opini√≥n no es la de mi patrono",46845,123719,3486,1330,"https://t.co/qiBku63lff","Julio Rivera-Saniel",2009-04-28 23:48:47,FALSE,TRUE,"riverasaniel","Puerto Rico","en","36216777",426,FALSE,"http://pbs.twimg.com/profile_images/961070471218454529/7W-9UDI1_normal.jpg"
"bctimes","Tweets from the Beaver County Times newsroom. (724) 775-3200 //// timesnews@timesonline.com //// https://t.co/VmY1gvshkv //// timesonline on Instagram",21568,7795,98,2903,"http://t.co/SagmeLBosh","Timesonline.com",2008-09-09 15:31:19,FALSE,FALSE,"bctimes","Beaver, PA","en","16203795",176,FALSE,"http://pbs.twimg.com/profile_images/638743337227431936/k7xTAzLM_normal.jpg"
"NicholasHallCo","Founded in 1978, Nicholas Hall & Company offers the world's most complete OTC Marketing & Business solutions today.  
Email: info@nicholashall.com",2875,323,465,528,"http://t.co/Zb27Y5Ejlm","Nicholas Hall Group of Companies",2012-10-24 15:19:54,FALSE,FALSE,"NicholasHallCo","","en","902028782",67,FALSE,"http://pbs.twimg.com/profile_images/758280208160067584/Q8RSmZCq_normal.jpg"
"Cris_Joshua","Dios mi creador, actor amateur = falso, programador de ilusiones = verdadero, 140 caracteres no me definen tal y como soy. - Do you feel if better follow me? Ì†ΩÌ∞º",40019,329,981,225,NA,"√Ålter Ego",2010-05-05 20:05:22,FALSE,FALSE,"Cris_Joshua","Guatemala - CriSsland","es","140552152",8,FALSE,"http://pbs.twimg.com/profile_images/960392496042921984/LHMebITt_normal.jpg"
"La_Fra_Ze","Era una notte buia e tempestosa....",3472,140,12596,249,NA,"Ì†ΩÌ∂§‚ò†Ì†ΩÌ≤£Kill‚ô°veÌ†ΩÌ≤ÄÌ†ΩÌ≤£Ì†ΩÌ∂§",2015-08-18 21:49:23,FALSE,FALSE,"La_Fra_Ze","tana di Fra_ze Ì†ΩÌ±ëÌ†ΩÌ∞æ","it","3319327939",0,FALSE,"http://pbs.twimg.com/profile_images/930441880478896130/Xx_y01Yz_normal.jpg"
"AlphaRadioKE","Alpha Radio 102.7 FM is a Christian Radio Station, broadcasting in Swahili and Tugen languages in the larger Baringo County.",47,19,2,19,"https://t.co/pCN1bFmxMh","Radio Alpha",2018-03-05 10:32:41,FALSE,FALSE,"AlphaRadioKE","Kenya","en","970608026309791744",0,FALSE,"http://pbs.twimg.com/profile_images/970612323885965312/lS7xCTSr_normal.jpg"
"jforcsjournal","Journal for Clinical Studies is a peer reviewed journal which details practical & theoretical operational procedures, challenges and regulatory guidelines.",695,46,4,32,"https://t.co/QbYvM1151X","jforcs",2016-04-12 15:12:20,FALSE,FALSE,"jforcsjournal","London, England","en-gb","719905999075864577",2,FALSE,"http://pbs.twimg.com/profile_images/720533034714468352/kjnB2qGe_normal.jpg"
"wortwart","War schon auf Twitter, als es noch cool war.",7205,1456,1132,442,"https://t.co/IXueglocEJ","Herbert Braun",2007-05-10 14:26:26,FALSE,FALSE,"wortwart","Berlin, Deutschland","de","5931202",155,FALSE,"http://pbs.twimg.com/profile_images/1195920491/funkybert_reasonably_small_normal.png"
"TelefuturoInfo","Twitter oficial del Dpto. de Prensa de @Telefuturo",83706,165537,968,129,"https://t.co/EHAdjjM8qO","Telefuturo Informa",2014-02-17 18:09:01,FALSE,TRUE,"TelefuturoInfo","Asunci√≥n - Paraguay","es","2348870041",241,FALSE,"http://pbs.twimg.com/profile_images/929499014038540289/4mNgXXcy_normal.jpg"
"SadiraElaine","always tired but never too tired for crappy puns",2785,83,11414,328,NA,"Sister Sadie",2011-02-19 14:03:56,FALSE,FALSE,"SadiraElaine","Richmond, IN","en","254544531",0,FALSE,"http://pbs.twimg.com/profile_images/972128863626153985/Hm8fnLri_normal.jpg"
"polestarsocial","Ì†ΩÌ±ã I‚Äôm Michelle Morris #Digitalmumtobe. Marketeer. Lover of all things Home. Mother of three boys. Skilled at finding Nerf Gun pellets and places to hide.",63,37,132,122,NA,"Pole Star Social Media",2016-09-22 12:21:07,FALSE,FALSE,"polestarsocial","Gaddesden Row, England","en","778932135793221632",3,FALSE,"http://pbs.twimg.com/profile_images/959026915469389825/V45ZJ9_0_normal.jpg"
"pap1pap","i buoni vanno in paradiso
ma i cattivi si divertono di pi√π",56202,2960,8312,454,NA,"pap1pap",2009-06-12 12:48:46,FALSE,FALSE,"pap1pap","","it","46643607",53,FALSE,"http://pbs.twimg.com/profile_images/877482977802027010/mSAoekv0_normal.jpg"
"ChileAtiende","Estamos a tu servicio para informar y orientar sobre tr√°mites y beneficios del Estado.Conversemos de lunes a jueves de 8:00 a 17:00 y viernes hasta las 16:00hrs",28183,67182,532,1271,"http://t.co/TJ6shzZRN8","ChileAtiende Oficial",2009-04-09 20:10:06,FALSE,FALSE,"ChileAtiende","Chile","es","30056372",416,FALSE,"http://pbs.twimg.com/profile_images/1743758352/LOGO_ChileAtiende_normal.PNG"
"DailyReportKE","Top news stories || Politics || Business || Technology || Sports || Lifestyle || Opinion || Entertainment || Culture.",1667,2019,22,1117,"https://t.co/MeXabmHdRF","The Daily Report",2016-05-25 06:59:21,FALSE,FALSE,"DailyReportKE","Nairobi, Kenya","en","735364613936648193",2,FALSE,"http://pbs.twimg.com/profile_images/877890382583017472/Hvrhtaj2_normal.jpg"
"CesfamCorvalli","Centro de Salud Familiar al servicio de la ComunidadÌ†ΩÌ∏äÌ†ΩÌ∏ä""Cesfam Corvallis Tu Cesfam amigo""Ì†ΩÌ∏äÌ†ΩÌ∏ä",64,59,7,89,NA,"CESFAM CORVALLIS",2017-07-11 12:29:41,FALSE,FALSE,"CesfamCorvalli","Antofagasta, Chile","es","884751545774088192",0,FALSE,"http://pbs.twimg.com/profile_images/971691036589346816/LVnAPC64_normal.jpg"
"JulianRoss79","",10631,808,5229,45,"https://t.co/yRQiwn49N1","Julian Ross",2012-12-20 09:25:40,FALSE,FALSE,"JulianRoss79","","it","1023892622",12,FALSE,"http://pbs.twimg.com/profile_images/2997999781/8018f1849d1a79b123c4010b4f51fd9c_normal.jpeg"
"Modality_gnosis","Another day",1391,24,282,28,NA,"Ïö¥",2017-10-30 20:21:25,FALSE,FALSE,"Modality_gnosis","Sommernacht","ko","925095316742746112",0,FALSE,"http://pbs.twimg.com/profile_images/971113245376262144/SX-kjH2F_normal.jpg"
"ExalumnosUBB","Nos hemos propuesto potenciar nuestra imagen y trayectoria entregando reconocimiento, comprensi√≥n y apoyo a nuestros exalumnos.",6028,1364,4,574,"http://t.co/sgmgqMRzrj","ExalumnosUBB",2011-04-18 15:47:39,FALSE,FALSE,"ExalumnosUBB","Concepci√≥n","es","284079582",11,FALSE,"http://pbs.twimg.com/profile_images/514037098177785856/JIzeOnwX_normal.jpeg"
"LungEOPH","",2623,27,0,2,NA,"Lung EOPH_papers",2016-09-28 06:59:58,FALSE,FALSE,"LungEOPH","","en-gb","781025640191516673",1,FALSE,"http://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png"
"inFranken","Nachrichten und Unterhaltung aus Franken und der Welt! Wir sind auch bei Snapchat: infranken",57785,10813,703,249,"http://t.co/7hE9goxJgd","inFranken.de",2009-01-23 09:10:42,FALSE,FALSE,"inFranken","Franken","de","19387492",232,FALSE,"http://pbs.twimg.com/profile_images/927454148769058823/eeI5FEBR_normal.jpg"
"soydelejido","Joven entusiasta, emprendedor, trabajador incansable y luchador por el bienestar de la comunidad. activista social y en porvenir del m√°s necesitado.",9945,313,128,366,"https://t.co/jMjv0lF3Zw","Le√±o Soydelejido",2012-02-20 20:04:57,FALSE,FALSE,"soydelejido","El Ejido, Santiago, Rep. DOm","es","498202732",2,FALSE,"http://pbs.twimg.com/profile_images/378800000464456164/83560586c062ed96b5ca10d3393558c4_normal.jpeg"
"LifeTechnology1","Life Technology‚Ñ¢. Transformational Technology For Mind Body & Soul. #Diet #Fitness #Holistic #Health #Manifesting #Meditation #Pilates #Reiki #Wellness #Yoga",599871,11377,84,3499,"https://t.co/ImN9MIraEs","Life Technology‚Ñ¢",2014-03-10 15:13:27,FALSE,FALSE,"LifeTechnology1","United States","en","2382289663",489,FALSE,"http://pbs.twimg.com/profile_images/443043973855051776/m6oO8kY8_normal.png"
"VEeLagunaUNESCO","Account ufficiale dell'Ufficio Sito UNESCO Venezia e la sua Laguna Comune di Venezia #Venezia&Laguna #SitoUNESCO #PianodiGestione #venicelagoon#worldheritage",1015,1013,2161,224,"https://t.co/YemZYet6z2","Venezia&LagunaUNESCO",2015-07-27 12:37:34,FALSE,FALSE,"VEeLagunaUNESCO","Venezia, Veneto","it","3297645763",26,FALSE,"http://pbs.twimg.com/profile_images/661874898332200960/tjH5ivyx_normal.jpg"
"bellevillenewsd","The BND is the leading source of news in Southwestern Illinois. If you need to reach circulation, email customerservice@bnd.com.",104668,11544,267,705,"http://t.co/EW65xarkW3","News-Democrat",2008-07-31 02:53:53,FALSE,TRUE,"bellevillenewsd","Belleville, IL","en","15670006",486,FALSE,"http://pbs.twimg.com/profile_images/1128043864/bndlogo_normal.png"
"RoseMukonyo","Journalist. Lower Eastern Kenya Reporter at Radio Maisha",87,48,119,460,NA,"rose mukonyo",2016-12-13 09:04:30,FALSE,FALSE,"RoseMukonyo","Machakos, Kenya","en","808598457862803457",0,FALSE,"http://pbs.twimg.com/profile_images/928545436448813056/T-T8Wn-L_normal.jpg"
"fsgfmb","Future Microbiology | MEDLINE-indexed journal with forward-looking focus, covering numerous microbiological areas | IF 3.374 | Published by Future Science Group",2719,1449,289,1146,"http://t.co/pJyZL1tOZ0","Future Microbiology",2014-07-15 12:39:48,FALSE,FALSE,"fsgfmb","","en-gb","2647532016",41,FALSE,"http://pbs.twimg.com/profile_images/489029789924077568/L3xF5HTi_normal.jpeg"
"SP_SciMedPub","Sharing links to peer-review journal articles reporting research sponsored or supported by Sanofi Pasteur. Authors' opinions are their own.",395,692,0,109,"http://t.co/xuB91nf0iz","Sci/MedPublications",2014-05-07 15:05:34,FALSE,FALSE,"SP_SciMedPub","Lyon, France","en","2482278954",9,FALSE,"http://pbs.twimg.com/profile_images/464065007307608066/2U1fgEGy_normal.jpeg"
"silvanadoroci1","Sou uma pessoa comunicativa,cat√≥lica,gosto de flores,chocolate e de coisas bonitas,pol√≠tica e futebol,m√∫sica me deixa muito feliz e pessoas educadas me encantam",4067,111,1077,267,NA,"Silvana do Rocio Aza",2017-02-28 01:08:01,FALSE,FALSE,"silvanadoroci1","Tel√™maco Borba, Brasil","pt","836382413915832320",0,FALSE,"http://pbs.twimg.com/profile_images/869769521271361537/SoxVsEp__normal.jpg"
